state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,international_plan_flag,voice_mail_plan_flag,total_traffic_minutes,total_calls,total_cost,avg_minutes_per_call,capacity_risk,incident_level,cost_per_minute,calls_per_minute
IN,101,415,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False,0,1,560.0,259,59.870000000000005,2.1621621621621623,Warning,Low,0.10691071428571429,0.4625
OR,117,415,No,Yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,False,0,1,655.9999999999999,273,64.88,2.4029304029304024,Warning,Low,0.09890243902439025,0.41615853658536595
OH,127,408,No,No,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,False,0,0,516.4,298,52.31,1.7328859060402684,Normal,Medium,0.10129744384198297,0.5770720371804803
KS,138,510,No,Yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,False,0,1,625.3,304,64.13,2.0569078947368418,Warning,Low,0.10255877178954102,0.4861666400127939
TX,120,415,No,No,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,False,0,0,586.9,279,63.980000000000004,2.103584229390681,Warning,Medium,0.1090134605554609,0.47537911058101895
DC,141,415,No,Yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,False,0,1,590.2,325,58.67,1.816,Warning,High,0.09940698068451372,0.5506607929515418
OR,87,510,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,False,0,1,548.4000000000001,326,59.42,1.6822085889570555,Normal,Medium,0.10835156819839532,0.5944566010211524
WA,97,408,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,True,0,0,717.4,265,76.84,2.7071698113207545,Critical,Low,0.1071090047393365,0.3693894619459158
NC,162,408,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,True,0,1,619.3999999999999,386,61.15,1.604663212435233,Warning,Low,0.09872457216661287,0.6231837261866323
TX,119,510,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True,0,0,557.7,315,47.48,1.7704761904761905,Warning,Medium,0.08513537744306973,0.5648197955890263
WI,107,510,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False,0,1,574.2,290,64.38,1.9800000000000002,Warning,Low,0.11212121212121211,0.505050505050505
SC,140,510,No,Yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,False,0,1,525.1,277,52.66,1.8956678700361012,Normal,Low,0.10028565987430964,0.5275185678918302
SD,91,415,No,No,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,True,0,0,475.90000000000003,341,48.5,1.395601173020528,Normal,Low,0.10191216642151711,0.7165370876234503
OH,135,415,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,False,0,0,557.6999999999999,270,64.48,2.065555555555555,Warning,High,0.11561771561771564,0.4841312533620227
HI,86,408,No,Yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,False,0,1,581.6,328,59.809999999999995,1.773170731707317,Warning,Low,0.10283700137551581,0.5639614855570839
KY,131,415,No,No,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,False,0,0,643.8,334,60.42,1.9275449101796407,Warning,Low,0.09384902143522834,0.5187946567256913
OH,86,415,No,Yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,False,0,1,706.5,306,70.35000000000001,2.3088235294117645,Critical,Low,0.09957537154989385,0.43312101910828027
AL,85,415,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,False,0,0,638.9000000000001,231,65.38,2.765800865800866,Warning,Low,0.10233213335420252,0.36155892940992324
VT,195,415,No,Yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,False,0,1,670.6,289,70.86999999999999,2.320415224913495,Warning,Low,0.10568147927229345,0.43095735162541005
ND,177,408,No,No,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False,0,0,605.9000000000001,330,61.21,1.8360606060606064,Warning,Low,0.1010232711668592,0.5446443307476481
WA,100,408,No,No,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True,0,0,526.7,322,43.33,1.635714285714286,Normal,High,0.08226694513005504,0.611353711790393
CT,124,415,No,No,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False,0,0,732.9,304,63.379999999999995,2.410855263157895,Critical,Low,0.08647837358439077,0.4147905580570337
DE,81,510,Yes,No,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False,1,0,566.5999999999999,271,66.09,2.0907749077490774,Warning,Low,0.11664313448641019,0.4782915637133781
HI,105,415,No,No,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True,0,0,794.3,332,84.92999999999999,2.3924698795180723,Critical,Low,0.10692433589323933,0.4179780939191741
MI,126,415,Yes,Yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False,1,1,469.90000000000003,346,46.52000000000001,1.358092485549133,Normal,Low,0.09899978718876358,0.7363268780591614
ND,71,510,No,No,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True,0,0,721.4,320,76.00999999999999,2.254375,Critical,Low,0.10536456889381757,0.4435819240365955
NE,139,415,No,No,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False,0,0,617.5,285,63.720000000000006,2.1666666666666665,Warning,Low,0.10319028340080973,0.46153846153846156
NE,77,415,No,No,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False,0,0,590.6,342,55.6,1.7269005847953216,Warning,Low,0.09414155096512021,0.5790721300372502
KY,72,408,No,No,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False,0,0,543.9,302,55.8,1.8009933774834437,Normal,Low,0.10259238830667403,0.5552491266776981
KS,74,415,No,Yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False,0,1,728.9000000000001,318,69.07000000000001,2.2921383647798743,Critical,Low,0.09475922623130745,0.43627383728906566
ND,124,415,No,No,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False,0,0,555.4000000000001,279,56.83,1.9906810035842297,Warning,Medium,0.10232265034209577,0.5023406553835073
KY,113,408,No,Yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True,0,1,599.5,241,55.13,2.487551867219917,Warning,High,0.09195996663886573,0.40200166805671395
ME,66,510,No,No,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False,0,0,585.8,359,52.23,1.6317548746518105,Warning,Low,0.0891601229088426,0.6128371457835439
MT,124,415,No,Yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False,0,1,645.3,225,60.300000000000004,2.868,Warning,Medium,0.09344490934449094,0.3486750348675035
IL,134,408,No,No,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,0,0,474.1,310,50.63,1.5293548387096776,Normal,Low,0.10679181607255853,0.6538704914574984
ME,41,415,No,Yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,0,1,545.2,292,58.72,1.867123287671233,Normal,Low,0.10770359501100513,0.5355832721936904
SC,159,415,No,Yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,0,1,544.4,275,55.209999999999994,1.9796363636363636,Normal,Medium,0.10141440117560617,0.5051432770022043
IL,87,408,Yes,Yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,1,1,595.4,340,58.050000000000004,1.7511764705882353,Warning,Low,0.09749748068525362,0.5710446758481693
WA,132,415,No,No,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,0,0,561.9,334,64.31,1.6823353293413172,Warning,Medium,0.11445096992347394,0.594411817049297
NE,86,408,No,No,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,0,0,489.3,333,43.620000000000005,1.4693693693693695,Normal,Low,0.08914776210913551,0.680564071122011
IL,55,415,Yes,No,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,1,0,668.5,316,72.49,2.115506329113924,Warning,Low,0.10843679880329095,0.47270007479431564
VT,101,415,No,No,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,0,0,567.3,325,54.379999999999995,1.7455384615384615,Warning,Medium,0.09585757095011457,0.5728891239203244
KS,94,408,No,No,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,0,0,729.5,311,76.22,2.3456591639871385,Critical,Medium,0.10448252227553119,0.4263193968471556
ND,68,408,No,No,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,0,0,577.1999999999999,346,61.5,1.668208092485549,Warning,Medium,0.10654885654885655,0.5994455994455995
CO,98,408,No,No,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,0,0,592.5,340,66.75,1.7426470588235294,Warning,Low,0.11265822784810127,0.5738396624472574
TX,123,408,No,No,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,0,0,621.0,284,70.28,2.186619718309859,Warning,Medium,0.11317230273752013,0.4573268921095008
CA,111,408,No,No,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,True,0,0,735.6,297,76.63,2.4767676767676767,Critical,Low,0.10417346383904295,0.40375203915171287
MS,69,510,No,Yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False,0,1,803.6999999999999,272,83.32999999999998,2.9547794117647057,Critical,Low,0.1036829662809506,0.33843473933059603
RI,127,415,No,Yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False,0,1,625.1999999999999,253,55.45,2.4711462450592885,Warning,Low,0.08869161868202177,0.4046705054382598
NM,105,415,No,No,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False,0,0,681.3999999999999,309,64.64,2.2051779935275078,Warning,Low,0.09486351628999122,0.4534781332550632
VA,75,415,No,No,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False,0,0,640.1999999999999,304,67.12,2.1059210526315786,Warning,Medium,0.1048422368009997,0.4748516088722275
TX,126,415,No,No,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,False,0,0,545.0,305,57.29,1.7868852459016393,Normal,Low,0.10511926605504587,0.5596330275229358
NM,41,415,No,No,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,True,0,0,796.6,283,80.39,2.8148409893992934,Critical,Medium,0.10091639467737885,0.35525985438111973
RI,113,415,No,No,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,False,0,0,404.0,313,37.54,1.29073482428115,Normal,Low,0.09292079207920792,0.7747524752475248
NY,78,510,No,No,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,False,0,0,588.4,281,57.04,2.093950177935943,Warning,Medium,0.09694085656016316,0.4775662814411965
WA,110,415,No,No,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,False,0,0,669.3,253,69.16,2.645454545454545,Warning,Medium,0.10333183923502166,0.3780068728522337
NE,112,415,Yes,Yes,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,False,1,1,559.6,258,60.47,2.1689922480620156,Warning,Low,0.10805932809149392,0.4610436025732666
ID,104,510,No,No,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,False,0,0,526.8000000000001,283,44.87,1.8614840989399295,Normal,Low,0.08517463933181471,0.5372057706909642
WV,127,510,No,No,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,False,0,0,579.4,299,63.78000000000001,1.937792642140468,Warning,Medium,0.11007939247497413,0.5160510873317224
NE,61,408,No,No,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,True,0,0,695.4,345,75.78999999999999,2.0156521739130433,Warning,Low,0.10898763301696865,0.49611734253666956
RI,65,415,No,Yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,False,0,1,514.5,302,58.550000000000004,1.7036423841059603,Normal,Medium,0.11379980563654034,0.586977648202138
CT,152,408,No,Yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,False,0,1,729.6999999999999,349,74.08000000000001,2.0908309455587393,Critical,High,0.10152117308482941,0.4782787446895985
RI,63,415,Yes,No,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1,False,1,0,533.6999999999999,289,41.99999999999999,1.8467128027681659,Normal,Low,0.07869589657110736,0.5415027168821436
IA,100,408,No,No,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,False,0,0,676.7,237,72.10000000000001,2.855274261603376,Warning,High,0.1065464755430767,0.35022905275602184
MS,29,510,No,No,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,True,0,0,760.6999999999999,364,84.91999999999999,2.0898351648351645,Critical,Medium,0.11163402129617457,0.47850663862232157
ME,175,415,No,No,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,False,0,0,685.3,287,58.540000000000006,2.3878048780487804,Warning,Low,0.08542244272581352,0.4187946884576098
MS,98,415,Yes,Yes,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1,False,1,1,733.0,234,77.82000000000001,3.1324786324786325,Critical,Low,0.10616643929058664,0.31923601637107774
VA,121,415,No,No,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,False,0,0,499.29999999999995,357,49.39999999999999,1.3985994397759103,Normal,Medium,0.09893851391948727,0.7150010014019628
PA,104,415,No,No,0,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2,False,0,0,568.0,292,54.67,1.9452054794520548,Warning,Medium,0.09625,0.5140845070422535
NE,123,415,No,No,0,150.0,98,25.5,89.8,95,7.63,326.0,91,14.67,11.1,3,3.0,3,False,0,0,576.9,287,50.800000000000004,2.010104529616725,Warning,Medium,0.08805685560755765,0.49748656612931186
MI,61,415,No,Yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,False,0,1,683.9999999999999,274,75.1,2.496350364963503,Warning,Medium,0.1097953216374269,0.4005847953216375
MD,160,415,No,No,0,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,False,0,0,574.0,257,67.92,2.2334630350194553,Warning,Medium,0.11832752613240419,0.44773519163763065
AR,153,408,No,No,0,154.6,56,26.28,263.0,84,22.36,367.7,89,16.55,15.5,2,4.19,1,False,0,0,800.8,231,69.38,3.4666666666666663,Critical,Low,0.08663836163836164,0.2884615384615385
FL,31,510,No,No,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,False,0,0,579.0,257,56.72,2.252918287937743,Warning,Low,0.09796200345423144,0.4438687392055268
KY,122,415,No,No,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,False,0,0,511.5,280,49.45,1.8267857142857142,Normal,Low,0.09667644183773216,0.5474095796676441
IN,46,415,No,Yes,34,191.4,102,32.54,361.8,96,30.75,147.5,132,6.64,7.2,2,1.94,1,False,0,1,707.9000000000001,332,71.86999999999999,2.132228915662651,Critical,Low,0.1015256392145783,0.46899279559259777
FL,103,415,No,No,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,10.5,4,2.84,1,False,0,0,548.7,287,54.83,1.9118466898954705,Normal,Low,0.09992710041917258,0.5230544924366685
IL,68,415,Yes,Yes,29,195.5,113,33.24,171.6,96,14.59,204.0,85,9.18,13.5,9,3.65,1,True,1,1,584.6,303,60.66,1.9293729372937294,Warning,Low,0.10376325692781388,0.518303113239822
AL,149,415,No,Yes,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,False,0,1,695.6999999999999,317,75.69,2.1946372239747634,Warning,Medium,0.10879689521345408,0.45565617363806243
MT,102,408,No,No,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,True,0,0,701.1,303,77.09,2.313861386138614,Critical,Medium,0.109955783768364,0.4321780059905862
WI,153,510,No,No,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,True,0,0,621.8000000000001,321,61.220000000000006,1.937071651090343,Warning,Low,0.09845609520746221,0.5162431650048247
NY,122,510,No,No,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,False,0,0,670.7,309,62.51,2.1705501618122978,Warning,Low,0.09320113314447591,0.4607126882361711
WY,127,510,Yes,No,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,False,1,0,598.6,292,64.6,2.0500000000000003,Warning,Medium,0.10791847644503841,0.4878048780487805
NY,126,415,Yes,No,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,True,1,0,716.3,293,76.03,2.444709897610921,Critical,Low,0.10614267764902975,0.40904648890129836
CO,90,408,No,No,0,109.9,102,18.68,220.8,114,18.77,104.0,133,4.68,10.9,6,2.94,0,False,0,0,445.6,355,45.07,1.255211267605634,Normal,Low,0.10114452423698383,0.7966786355475762
CA,37,510,No,No,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,True,0,0,717.5,300,74.74000000000001,2.3916666666666666,Critical,Medium,0.1041672473867596,0.4181184668989547
CO,132,415,No,No,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,True,0,0,519.9000000000001,282,55.93000000000001,1.843617021276596,Normal,High,0.10757838045778034,0.5424120023081361
KY,38,408,No,Yes,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,False,0,1,481.5,266,46.160000000000004,1.8101503759398496,Normal,Medium,0.09586708203530635,0.5524402907580478
ID,92,415,No,No,0,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2,False,0,0,642.5,310,65.73,2.0725806451612905,Warning,Medium,0.1023035019455253,0.48249027237354086
HI,111,408,No,Yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,False,0,1,544.2,300,55.82,1.814,Normal,Low,0.10257258360896729,0.5512679162072767
TX,121,415,No,Yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,False,0,1,679.2000000000002,335,76.81,2.0274626865671648,Warning,High,0.11308892815076559,0.4932273262661954
GA,131,408,No,No,0,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1,False,0,0,560.8000000000001,309,60.51,1.814886731391586,Warning,Low,0.10789942938659057,0.5509985734664764
ME,19,415,No,No,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,False,0,0,564.1999999999999,335,58.64999999999999,1.6841791044776118,Warning,Low,0.10395249911378944,0.5937610776320454
OH,135,415,No,No,0,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1,False,0,0,473.29999999999995,291,54.940000000000005,1.6264604810996561,Normal,Low,0.11607859708430174,0.6148320304246778
TN,129,408,No,No,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,False,0,0,515.2,374,47.42,1.3775401069518718,Normal,Low,0.0920419254658385,0.7259316770186335
VT,142,415,No,No,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,False,0,0,627.8,308,66.93,2.0383116883116883,Warning,High,0.10661038547308062,0.4906021025804397
MD,130,415,No,Yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,False,0,1,624.5,284,61.35999999999999,2.198943661971831,Warning,Low,0.09825460368294635,0.45476381104883906
NE,92,415,No,No,0,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2,False,0,0,527.8,310,55.449999999999996,1.7025806451612902,Normal,Medium,0.1050587343690792,0.5873436907919667
WY,146,415,No,Yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,False,0,1,596.0,265,58.629999999999995,2.249056603773585,Warning,Medium,0.0983724832214765,0.4446308724832215
WV,152,510,Yes,Yes,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,True,1,1,650.3,306,60.01,2.1251633986928105,Warning,Low,0.09228048592957097,0.4705520528986622
MS,189,415,No,No,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,False,0,0,604.0,331,63.699999999999996,1.8247734138972809,Warning,Medium,0.10546357615894039,0.5480132450331126
OH,95,415,No,Yes,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2.0,0,False,0,1,561.2,313,55.050000000000004,1.79297124600639,Warning,Low,0.09809337134711332,0.5577334283677833
AK,1,408,No,No,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,False,0,0,562.6999999999999,265,54.47,2.1233962264150943,Warning,Low,0.09680113737337837,0.4709436644748534
IN,141,415,No,Yes,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,False,0,1,695.5999999999999,342,59.74,2.0339181286549706,Warning,Low,0.08588269120184015,0.49166187464059813
WA,111,510,No,No,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,False,0,0,485.09999999999997,316,48.55,1.535126582278481,Normal,Low,0.10008245722531436,0.6514120799835086
RI,143,408,No,No,0,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84,4,True,0,0,542.8,286,56.22,1.8979020979020977,Normal,High,0.10357406042741342,0.52689756816507
AL,148,415,No,Yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,False,0,1,561.0,344,65.91,1.630813953488372,Warning,Low,0.11748663101604277,0.6131907308377896
MT,143,408,No,Yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,False,0,1,495.00000000000006,348,48.449999999999996,1.4224137931034484,Normal,Low,0.09787878787878786,0.7030303030303029
NM,90,415,No,No,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,False,0,0,458.0,288,50.04,1.5902777777777777,Normal,Low,0.10925764192139738,0.62882096069869
OH,169,408,No,No,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,False,0,0,458.40000000000003,347,47.11,1.3210374639769453,Normal,Medium,0.10277050610820243,0.756980802792321
LA,53,415,No,No,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,False,0,0,595.4,298,56.050000000000004,1.997986577181208,Warning,Medium,0.09413839435673498,0.5005038629492778
MO,15,415,No,No,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,False,0,0,520.9,268,48.33,1.9436567164179104,Normal,Medium,0.09278172393933577,0.5144941447494721
DC,123,408,No,Yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,False,0,1,599.3,319,54.330000000000005,1.8786833855799372,Warning,Low,0.0906557650592358,0.532287668947105
TN,95,510,No,No,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,False,0,0,662.0,271,64.96,2.4428044280442807,Warning,Low,0.09812688821752265,0.4093655589123867
WA,82,510,No,No,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,False,0,0,629.3,323,71.02,1.948297213622291,Warning,Medium,0.11285555378992532,0.5132687112664867
RI,180,415,No,No,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,False,0,0,518.1,338,50.72,1.5328402366863907,Normal,Low,0.09789615904265585,0.6523837097085504
RI,125,408,No,No,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,True,0,0,447.99999999999994,281,43.12,1.5943060498220638,Normal,Medium,0.09625,0.6272321428571429
OR,138,415,Yes,Yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,True,1,1,712.4000000000001,335,73.36,2.1265671641791046,Critical,Medium,0.10297585626052778,0.470241437394722
MA,90,408,No,No,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2,False,0,0,614.1,256,59.470000000000006,2.398828125,Warning,Medium,0.09684090539000163,0.4168702165771047
NC,190,408,No,No,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2,False,0,0,636.8,323,62.019999999999996,1.971517027863777,Warning,Medium,0.09739321608040201,0.5072236180904522
IA,143,510,No,Yes,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1,False,0,1,545.5,361,51.41,1.5110803324099722,Normal,Low,0.09424381301558203,0.6617781851512374
IL,183,510,No,No,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,False,0,0,482.0,314,45.62,1.535031847133758,Normal,Low,0.09464730290456431,0.6514522821576764
KY,58,415,No,No,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,True,0,0,665.5999999999999,315,75.08,2.113015873015873,Warning,Medium,0.11280048076923078,0.4732572115384616
TN,123,415,No,No,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,False,0,0,645.4,293,61.660000000000004,2.202730375426621,Warning,Medium,0.09553765106910445,0.4539820266501395
GA,155,510,No,No,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,False,0,0,567.5,316,48.54,1.7958860759493671,Warning,Low,0.0855330396475771,0.5568281938325991
MN,53,415,No,No,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,False,0,0,576.1999999999999,288,57.24999999999999,2.000694444444444,Warning,Low,0.09935786185352308,0.4998264491496009
MT,101,415,No,No,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,False,0,0,570.9,287,56.8,1.989198606271777,Warning,Low,0.09949203012786828,0.5027150113855317
